week,L1Q1,L1Q2,L1Q3,L1Q4,L1Q5,L1Q6,L1Q7,L1Q8,L1Q9,L1Q10,L1Q11,L1Q12,L1Q13,L2Q1,L2Q2,L2Q3,L2Q4,L2Q5,L2Q6,L2Q7,L2Q8,L2Q9,L2Q10,L2Q11,L2Q12,L2Q13,L2Q14,L2Q15,L2Q16,L2Q17,L2Q18,L2Q19,L2Q20,L2Q21,L3Q1,L3Q2,L3Q3,L3Q4,L3Q5,L3Q6,L3Q7,L3Q8,L3Q9,L3Q10,L3Q11,L3Q12,L3Q13,L3Q14,L3Q15,L3Q16,L3Q17,L3Q18,L3Q19,L3Q20,L3Q21,L4Q1,L4Q2,L4Q3,L4Q4,L4Q5,L4Q6,L4Q7,L4Q8,L4Q9,L4Q10,L4Q11,L4Q12,L4Q13,L4Q14,L4Q15,L4Q16,L4Q17,L4Q18,L4Q19,L4Q20,L4Q21,L4Q22,L5Q1,L5Q2,L5Q3,L5Q4,L5Q5,L5Q6,L5Q7,L5Q8,L5Q9,L5Q10,L5Q11,L5Q12,L5Q13,L5Q14,L5Q15,L5Q16,L5Q17,L5Q18,L5Q19,L6Q1,L6Q2,L6Q3,L6Q4,L6Q5,L6Q6,L6Q7,L6Q8,L6Q9,L6Q10,L6Q11,L6Q12,L6Q13,L6Q14,L6Q15,L6Q16,L6Q17,L6Q18,L7Q1,L7Q2,L7Q3,L7Q4,L7Q5,L7Q6,L8Q0,L8Q1
209,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,14,15,25,25,15,12,16,16,12,24,24,24,14,14,14,19,19,19,60,48,35,56,56,47,35,37,28,45,37,29,56,56,56,33,35,35,47,47,47,21,16,12,18,18,16,12,16,10,15,13,9,9,18,18,17,11,11,12,16,16,16,25,19,22,15,25,14,19,18,11,11,23,23,23,14,14,14,19,19,19,11,10,11,6,6,8,6,8,8,10,10,11,5,6,6,8,7,6,0,0,0,0,0,0,0,10
210,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,15,15,25,25,15,12,16,16,12,25,25,23,14,14,14,19,19,19,60,48,35,56,56,48,35,37,28,45,37,30,55,56,56,33,35,35,48,48,48,22,17,13,19,19,16,12,16,10,16,13,9,9,19,19,18,11,11,12,16,16,16,25,20,22,15,25,15,19,19,11,11,23,23,23,14,14,14,19,19,19,10,10,10,6,5,7,6,8,8,10,9,10,6,6,6,7,7,7,0,0,0,0,0,0,0,10
211,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,20,15,15,25,25,14,12,17,17,11,25,24,25,15,15,15,20,20,20,60,48,35,55,56,48,35,37,27,45,37,29,56,55,56,32,35,35,47,47,47,22,18,13,20,20,17,12,17,10,17,14,10,10,20,20,20,11,11,11,16,16,16,22,19,22,15,24,14,20,20,11,11,22,23,22,14,14,14,20,19,18,11,9,11,6,6,8,6,8,8,11,11,11,6,6,6,8,8,8,0,0,0,0,0,0,0,9
212,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,20,15,15,25,25,15,12,17,17,12,25,25,25,15,15,15,20,19,19,60,46,35,55,56,47,35,36,28,44,37,29,56,55,56,33,35,35,47,47,47,23,18,14,20,20,17,13,17,11,17,14,10,10,20,20,20,12,12,13,17,17,17,25,19,21,15,25,14,19,19,11,10,22,22,22,14,14,13,20,18,19,11,10,11,6,6,9,6,9,8,11,11,11,6,6,6,8,8,8,0,0,0,0,0,0,0,8
213,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,20,15,15,25,25,15,12,17,17,12,25,25,25,15,15,15,20,20,20,58,47,35,55,55,47,35,37,27,44,36,29,55,55,55,33,35,35,46,47,47,22,19,14,20,21,18,13,18,11,18,15,10,10,21,21,21,12,11,13,18,17,16,25,19,21,14,25,14,19,19,11,11,23,22,22,14,13,13,19,19,19,11,9,11,6,6,8,6,8,8,11,11,11,6,6,6,9,8,8,0,0,0,0,0,0,0,10
214,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,20,15,15,26,26,14,13,16,16,13,26,26,25,15,14,14,20,20,20,60,48,36,56,56,48,36,37,28,45,37,30,56,56,56,33,36,35,48,48,48,23,19,13,19,20,18,13,18,10,18,15,10,10,21,20,20,11,12,13,17,17,17,25,19,22,15,25,14,19,19,11,11,23,23,23,13,14,14,19,19,19,11,8,11,6,6,8,6,8,8,11,11,11,5,6,6,8,8,8,0,0,0,0,0,0,0,10
215,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,20,15,15,26,26,15,13,17,16,12,25,26,25,15,15,14,20,20,20,61,49,36,57,57,49,36,38,28,46,38,30,57,57,57,34,36,36,49,48,48,22,19,13,20,20,18,13,17,10,18,15,10,10,20,20,20,12,12,13,17,17,17,25,20,22,15,25,15,19,20,11,11,23,22,23,14,14,14,19,19,19,11,10,11,6,6,9,6,9,9,11,11,11,6,6,6,9,9,9,0,0,0,0,0,0,0,12
216,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,20,15,15,26,26,15,13,17,17,13,25,26,25,15,15,15,20,20,20,61,49,37,58,57,49,36,38,29,46,38,30,58,58,58,34,36,36,49,49,49,22,19,14,21,21,17,13,17,10,17,14,10,10,21,20,20,12,12,13,17,17,17,24,20,22,15,25,15,20,20,11,12,22,23,23,14,14,14,20,20,20,11,10,11,7,7,9,7,9,9,11,10,11,7,7,7,9,9,9,0,0,0,0,0,0,0,13
217,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,19,15,15,26,26,15,13,17,17,13,25,26,25,14,14,15,19,19,19,62,49,37,58,58,49,37,38,29,46,38,30,58,58,58,35,37,37,49,49,49,23,18,14,20,20,17,13,17,11,17,14,10,10,21,20,20,12,12,13,17,17,17,24,20,22,15,25,15,20,20,12,12,24,24,24,14,14,14,20,20,19,12,10,12,6,7,9,7,9,9,12,12,11,7,7,6,9,9,9,0,0,0,0,0,0,0,12
218,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,19,15,14,25,26,14,12,17,17,12,25,26,25,14,14,14,19,19,19,62,50,37,57,58,50,37,39,29,46,39,31,58,57,58,35,37,37,50,49,49,23,18,14,21,21,17,13,16,11,17,14,10,10,21,21,21,12,12,13,17,17,17,25,20,23,15,25,15,20,20,12,12,24,24,24,14,14,14,20,20,19,12,10,11,6,7,9,7,9,9,11,12,11,6,7,7,9,9,9,0,0,0,0,0,0,0,11
219,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,15,15,25,25,15,12,17,17,12,25,26,25,15,15,15,20,20,20,62,50,37,57,58,49,37,39,29,46,39,31,58,58,58,35,36,37,50,49,49,24,18,14,21,20,18,13,18,11,17,15,10,10,21,21,21,12,12,13,18,18,18,26,21,23,15,26,15,21,21,12,12,24,24,24,14,14,14,21,20,20,12,10,11,7,7,9,7,9,8,10,10,11,6,7,7,9,9,9,0,0,0,0,0,0,0,7
220,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,19,15,15,26,25,15,12,17,17,11,25,25,25,15,15,15,20,20,20,62,50,37,59,58,50,37,39,29,47,39,31,58,58,58,35,37,37,50,50,50,24,19,14,21,21,18,14,18,11,18,15,10,10,21,21,21,13,13,14,18,18,18,25,21,23,15,26,15,21,21,12,11,25,25,23,14,14,14,21,21,21,11,10,11,6,6,9,6,9,9,11,11,11,6,7,6,8,8,8,0,0,0,0,0,0,0,7
221,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,20,15,15,26,26,15,13,17,17,12,25,25,24,15,15,15,20,20,20,63,51,38,60,60,51,37,39,29,47,39,31,59,59,58,34,38,38,50,50,50,24,19,14,22,22,18,14,18,11,18,15,11,10,21,21,21,13,13,14,18,18,18,26,21,23,15,26,15,21,21,12,12,25,25,25,15,15,15,21,21,20,12,10,10,7,7,9,7,9,9,10,11,11,7,7,7,9,9,9,0,0,0,0,0,0,0,7
222,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,21,15,15,26,25,15,13,17,17,13,26,25,26,15,15,15,19,20,20,63,51,38,59,59,51,38,39,29,47,39,31,59,59,59,35,38,38,50,50,50,25,20,15,22,22,19,14,19,12,19,16,11,11,22,22,22,13,13,14,19,19,19,26,20,23,16,25,15,21,21,12,12,24,25,25,14,15,15,21,20,20,12,11,12,7,7,9,7,8,9,12,12,12,7,7,7,9,9,9,0,0,0,0,0,0,0,6
223,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,21,15,15,25,25,15,13,17,17,13,26,25,25,15,15,15,20,20,20,63,51,38,60,60,51,38,40,30,48,40,31,60,59,60,36,38,38,51,51,51,25,20,15,23,23,19,14,19,12,19,16,11,11,23,22,22,13,13,14,19,19,19,27,22,24,16,27,16,22,21,12,12,25,25,25,15,15,15,21,21,21,12,11,11,7,7,9,6,9,9,10,12,11,6,6,7,9,7,8,0,0,0,0,0,0,0,5
224,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,21,15,15,26,26,15,13,16,17,13,26,26,26,15,15,15,20,20,20,64,51,38,60,60,51,38,40,30,48,40,32,60,60,60,36,38,38,51,51,51,26,20,15,23,23,20,14,19,12,19,16,11,11,23,23,22,14,14,14,19,19,18,27,22,24,16,27,16,22,22,13,13,25,25,25,15,15,15,22,22,22,11,10,11,7,7,9,6,9,9,11,11,11,5,6,6,9,9,8,0,0,0,0,0,0,0,5
225,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,21,15,15,26,26,15,13,17,17,13,26,25,26,15,15,15,21,20,20,63,51,38,61,61,51,38,40,30,47,40,31,61,61,60,36,38,38,51,51,51,25,20,15,23,23,19,14,19,12,19,16,11,11,23,22,22,14,14,14,19,19,19,27,22,24,16,27,16,21,22,12,13,25,26,25,15,15,15,22,22,21,11,10,11,6,7,9,6,9,8,11,11,10,6,6,6,7,9,8,0,0,0,0,0,0,0,6
226,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,21,15,15,26,26,15,13,17,17,13,25,26,26,14,15,15,21,21,21,65,52,38,61,61,52,38,40,30,48,40,32,61,61,61,36,38,38,52,52,52,25,19,15,23,21,19,14,19,12,19,16,11,11,23,22,22,13,14,14,18,17,18,28,22,24,16,28,16,22,22,13,13,26,26,26,15,15,15,22,21,22,11,10,11,7,7,9,5,9,9,11,10,10,7,7,6,9,8,9,0,0,0,0,0,0,0,7
227,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,21,16,16,27,27,16,13,18,18,13,26,26,26,16,16,16,21,21,21,65,52,39,61,61,52,39,40,30,49,41,32,61,61,61,37,39,39,52,52,52,24,19,15,22,22,19,14,19,12,19,16,11,11,22,22,22,13,14,14,18,18,18,28,22,25,17,27,16,22,22,13,13,26,26,25,16,16,16,22,22,22,11,10,11,7,7,9,7,9,9,11,11,11,6,6,6,9,9,8,0,0,0,0,0,0,0,8
228,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,21,16,16,27,27,15,13,18,17,13,27,26,26,16,15,16,21,21,21,65,53,39,61,61,52,39,41,30,49,40,33,62,62,62,37,39,39,52,52,52,25,20,15,22,22,19,14,19,11,19,16,11,11,22,22,22,13,13,14,18,18,18,28,23,25,17,28,17,22,22,13,13,27,27,27,15,15,16,22,22,22,11,10,10,7,6,8,7,8,9,10,10,11,6,6,6,8,8,8,0,0,0,0,0,0,0,9
229,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,21,16,16,27,27,16,13,18,18,13,26,26,26,16,16,16,20,21,21,66,53,39,62,62,53,39,41,31,49,41,33,62,62,62,37,39,39,52,52,52,25,20,15,22,22,19,14,19,12,19,16,11,11,22,22,22,13,13,14,19,19,19,28,22,25,17,28,17,23,23,13,13,26,27,26,16,16,15,23,22,22,11,10,11,7,6,9,7,9,9,11,11,11,6,6,6,8,9,9,0,0,0,0,0,0,0,9
230,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,21,16,16,27,27,16,13,18,18,13,27,27,27,16,16,16,21,21,21,66,53,40,62,62,53,40,41,31,50,41,33,62,62,62,37,39,39,52,53,53,25,20,15,23,23,19,14,19,12,19,16,11,11,23,22,22,13,13,14,19,19,19,28,23,25,17,28,17,23,23,13,13,27,27,27,16,16,16,23,23,23,11,9,11,6,6,9,7,9,8,11,11,11,6,6,6,9,9,9,0,0,0,0,0,0,0,9
231,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,22,16,16,27,27,16,14,18,18,14,27,27,27,16,16,16,19,21,22,66,53,39,62,62,53,40,41,31,49,41,33,62,62,62,37,39,39,53,53,53,25,20,15,23,23,18,14,19,12,19,15,11,11,23,23,23,13,12,14,17,19,19,29,23,25,17,28,17,22,23,13,13,27,27,27,16,16,16,23,22,22,11,10,11,7,7,9,7,8,9,11,11,11,7,7,6,9,9,9,0,0,0,0,0,0,0,8
232,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,22,16,16,27,27,16,14,18,18,13,27,27,27,16,16,16,22,21,22,66,53,40,63,63,53,40,42,31,50,41,33,62,62,62,37,40,40,53,53,53,25,20,15,22,22,19,14,19,12,19,15,11,11,22,23,22,13,13,14,19,18,18,27,22,26,17,29,17,22,22,13,13,25,26,27,16,16,16,22,22,23,12,11,12,7,7,10,7,10,10,12,12,12,7,7,7,10,10,10,0,0,0,0,0,0,0,8
233,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,22,16,16,28,28,16,14,18,18,13,27,27,27,16,16,16,22,22,22,67,54,40,63,63,53,40,42,31,50,42,33,63,63,63,38,40,40,54,53,53,25,20,15,22,22,19,14,19,11,19,15,11,11,22,23,22,13,13,14,19,19,19,27,22,25,17,28,17,21,22,13,13,25,26,25,16,15,16,22,21,22,13,11,13,7,7,10,7,10,10,12,12,12,7,7,7,10,10,10,0,0,0,0,0,0,0,10
234,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,22,16,17,28,27,16,14,18,18,14,28,28,27,16,16,16,21,22,22,68,54,40,64,64,54,40,42,32,51,41,34,64,64,64,38,40,40,54,54,54,26,21,15,23,23,19,14,19,12,19,16,11,11,22,23,23,14,13,14,19,19,19,27,22,24,16,28,16,22,22,13,13,26,25,25,16,15,16,22,22,21,13,11,13,7,8,10,8,10,10,13,13,13,8,7,7,10,9,10,0,0,0,0,0,0,0,10
235,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,22,16,17,28,28,16,14,18,18,14,28,27,28,16,16,16,22,22,22,68,54,39,63,62,53,40,42,31,51,42,34,62,63,63,37,40,40,54,54,53,26,21,15,23,23,20,15,20,12,20,16,11,11,23,23,23,14,14,15,20,20,19,28,22,24,17,28,17,22,22,13,13,27,25,26,16,16,15,22,22,22,13,12,13,8,8,10,8,10,10,13,13,13,8,8,8,10,10,10,0,0,0,0,0,0,0,10
236,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,22,17,17,27,28,17,13,18,18,14,28,28,28,17,16,16,22,22,22,67,54,40,63,63,54,40,42,31,50,42,34,63,63,63,38,40,40,54,54,53,27,21,16,24,24,20,15,20,12,20,15,12,11,23,22,23,14,14,15,19,20,20,26,23,25,17,28,17,22,23,13,13,27,27,26,16,15,15,23,23,23,13,12,13,8,8,11,8,11,11,13,13,13,8,8,8,11,11,11,0,0,0,0,0,0,0,11
237,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,22,17,17,28,28,17,14,18,18,14,28,27,28,15,17,16,22,22,22,68,54,40,64,64,54,40,42,32,50,42,34,64,64,63,38,40,40,53,54,54,26,20,16,24,23,20,15,19,12,20,16,12,11,22,22,21,13,14,15,18,19,20,28,23,24,17,28,17,22,23,13,13,27,26,27,16,16,16,23,22,22,14,12,14,8,8,11,8,11,11,14,13,13,8,8,8,11,11,11,0,0,0,0,0,0,0,11
238,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,21,17,17,28,28,17,14,18,18,14,28,28,28,16,17,16,22,22,22,69,55,41,64,64,55,41,43,31,51,43,34,64,64,64,38,41,41,55,55,55,25,21,16,23,22,19,14,19,12,20,16,11,11,23,23,23,13,13,14,19,19,20,28,23,25,17,28,17,23,23,13,13,27,27,26,16,16,16,22,23,22,15,13,15,9,9,11,8,11,11,14,14,14,8,8,8,11,11,11,0,0,0,0,0,0,0,10
239,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,23,17,16,27,28,17,14,19,19,14,28,28,28,17,17,17,23,23,23,70,56,42,65,65,55,41,43,32,52,43,34,65,65,65,39,41,41,55,55,55,25,21,16,23,23,19,14,19,12,20,16,11,11,23,22,23,14,13,14,18,18,20,28,23,25,17,28,17,23,23,13,13,27,27,27,16,16,16,23,23,23,15,13,15,9,9,11,9,11,11,15,14,14,8,8,8,11,11,11,0,0,0,0,0,0,0,9
240,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,23,17,17,29,29,17,14,19,19,14,29,28,28,17,17,17,22,22,21,70,56,42,66,66,56,42,44,32,52,43,35,65,65,65,39,42,42,56,56,56,26,21,16,23,23,20,14,19,12,19,15,11,11,23,22,22,14,14,14,19,19,20,28,23,25,17,27,17,23,23,13,13,27,27,27,16,16,16,22,23,23,15,13,15,9,9,11,9,11,11,15,15,14,8,8,8,11,11,11,0,0,0,0,0,0,0,8
241,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,24,17,17,29,29,17,14,19,19,14,29,29,29,17,17,17,23,23,23,70,56,42,66,65,56,42,44,33,53,44,35,66,66,66,39,42,42,56,56,56,25,20,15,22,21,19,14,19,11,18,15,11,10,23,21,22,13,14,14,18,18,20,30,24,26,18,30,18,24,24,14,14,28,28,28,16,16,16,23,23,23,15,13,15,9,8,11,9,11,11,15,14,13,8,8,8,11,11,11,0,0,0,0,0,0,0,7
242,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,17,29,29,17,14,19,19,14,29,29,29,17,17,17,23,23,23,70,56,42,66,66,56,42,44,33,52,43,35,65,66,65,39,42,42,56,56,56,25,20,15,22,22,19,14,19,11,18,15,11,11,22,22,22,13,14,14,18,18,19,30,24,26,18,30,18,24,24,14,14,28,28,28,16,17,17,24,23,23,15,13,14,9,9,11,8,11,11,15,15,15,8,8,8,11,11,11,0,0,0,0,0,0,0,6
243,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,23,18,18,29,29,17,14,19,19,14,29,29,29,17,17,17,23,23,23,71,56,42,67,67,56,42,44,33,53,44,34,67,67,67,40,42,42,56,56,55,24,20,15,22,22,19,14,19,11,19,15,11,11,22,22,22,13,13,14,19,17,18,30,24,26,18,30,18,24,24,14,14,28,28,28,17,17,17,24,24,24,15,12,15,9,8,11,9,11,11,15,15,15,8,8,8,11,11,10,0,0,0,0,0,0,0,7
244,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,17,14,19,19,14,29,29,29,17,17,17,22,23,23,71,57,42,67,67,57,42,44,33,53,44,35,67,67,67,40,42,42,57,56,56,25,19,15,23,23,19,12,19,11,19,16,11,11,22,21,22,13,13,14,19,19,19,31,25,26,18,30,18,24,24,13,14,28,29,29,17,17,17,23,23,24,15,12,15,9,9,11,8,11,11,14,14,15,8,8,8,10,11,11,0,0,0,0,0,0,0,5
245,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,17,18,30,29,17,14,19,18,14,29,28,28,17,17,17,23,22,22,71,56,43,67,67,57,43,44,33,53,44,35,67,66,67,40,42,42,56,56,57,26,21,15,23,23,20,14,19,12,19,16,11,11,23,23,23,14,14,14,19,19,19,31,24,27,18,30,18,24,24,14,14,29,29,29,17,17,17,24,24,24,15,12,15,7,9,11,8,11,11,14,14,14,8,8,8,11,10,10,0,0,0,0,0,0,0,6
246,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,29,18,15,19,19,14,29,29,29,17,17,17,23,23,23,71,57,43,67,67,57,43,45,33,54,45,35,67,67,67,40,43,43,57,57,57,26,20,15,23,23,20,15,20,12,20,16,11,11,23,23,23,14,14,15,20,20,20,31,24,27,18,30,18,24,24,14,14,29,29,29,17,17,16,24,24,24,15,13,15,9,9,11,9,10,11,15,15,14,9,8,8,11,11,11,0,0,0,0,0,0,0,6
247,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,15,20,20,15,29,29,29,17,17,17,23,23,23,72,57,43,67,67,56,43,44,33,53,45,36,67,67,67,40,43,42,57,56,57,26,20,15,23,22,20,15,20,12,20,16,11,11,22,23,22,14,14,15,20,20,19,31,25,28,18,31,18,25,25,14,14,28,29,29,17,17,17,25,25,25,16,14,16,9,9,13,9,13,13,16,15,16,9,9,8,13,12,12,0,0,0,0,0,0,0,8
248,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,15,20,20,14,29,29,29,17,17,17,23,23,23,72,58,43,68,68,58,43,45,34,54,45,35,67,68,68,40,43,43,58,58,57,25,20,15,23,23,19,15,19,12,19,16,11,11,23,23,23,14,14,14,20,18,19,31,25,28,19,31,18,24,25,14,14,29,29,28,16,17,17,25,25,25,16,14,15,9,9,13,9,13,13,16,16,16,9,9,9,13,13,12,0,0,0,0,0,0,0,5
249,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,15,20,20,15,30,29,29,17,17,17,23,23,23,72,57,43,68,67,58,43,45,34,53,45,36,67,68,68,41,43,43,58,58,58,25,20,15,23,23,19,14,19,12,19,16,11,11,23,23,23,13,14,14,19,19,19,31,24,28,19,30,17,23,25,14,14,29,28,29,17,16,16,23,25,25,16,14,16,10,9,13,9,13,13,16,16,16,9,9,9,12,13,13,0,0,0,0,0,0,0,5
250,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,23,17,17,30,29,18,14,20,20,15,30,30,30,18,17,17,23,23,23,73,58,43,69,69,58,43,46,34,55,46,36,69,69,69,41,43,43,58,58,58,26,20,15,23,23,20,15,20,12,20,16,11,11,23,23,23,14,14,15,19,19,19,31,23,27,19,31,18,24,23,14,13,29,29,29,17,17,17,24,24,24,16,14,16,10,9,12,9,12,13,16,15,15,9,9,9,11,12,13,0,0,0,0,0,0,0,6
251,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,29,17,14,19,20,15,30,29,30,17,17,17,23,23,23,72,58,44,68,69,58,43,45,34,55,46,36,69,69,68,41,43,43,58,58,57,27,21,16,24,24,20,15,20,12,20,16,12,12,24,23,23,14,14,15,20,20,20,31,24,27,18,30,18,24,24,14,14,29,29,29,17,17,17,23,24,24,16,13,16,9,9,12,9,11,12,15,15,15,9,9,9,12,12,12,0,0,0,0,0,0,0,6
252,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,17,15,19,19,15,30,28,29,17,17,17,23,23,23,73,58,43,69,69,58,43,46,34,55,45,36,69,69,69,41,44,43,58,58,57,27,22,16,24,24,21,15,21,13,20,17,12,12,24,24,24,14,14,15,21,20,20,31,25,27,18,30,18,24,24,14,14,29,29,29,17,17,17,24,24,24,14,14,16,9,9,12,9,11,11,15,15,14,9,9,8,12,11,12,0,0,0,0,0,0,0,4
253,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,14,19,19,14,30,29,29,17,17,17,23,23,23,74,59,44,70,69,59,44,46,34,54,46,37,69,69,69,41,44,44,59,59,59,27,21,16,24,24,20,15,20,13,20,16,12,12,24,24,24,14,14,15,21,20,20,30,25,26,18,31,18,24,25,14,14,29,28,29,17,17,17,25,24,24,15,14,15,8,9,12,9,11,11,15,14,13,9,8,8,11,11,11,0,0,0,0,0,0,0,5
254,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,23,17,18,30,29,18,15,19,19,14,29,29,28,16,17,17,23,23,23,74,59,43,70,70,59,44,46,35,56,46,37,70,69,69,41,44,43,59,59,59,27,22,16,24,24,21,15,21,13,20,17,12,12,24,24,24,14,14,15,20,20,20,31,25,28,18,31,18,25,25,14,14,29,29,29,17,17,17,25,25,25,13,14,15,9,9,12,8,11,11,15,15,14,9,9,8,11,10,11,0,0,0,0,0,0,0,5
255,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,23,17,18,29,29,17,14,19,19,14,29,29,28,17,17,17,23,23,23,74,59,44,70,70,59,44,46,35,56,46,37,70,70,70,42,44,44,59,59,59,27,22,16,24,24,21,15,21,13,19,17,12,12,24,24,24,14,14,15,19,20,20,30,25,28,19,31,19,25,25,15,14,29,29,29,17,17,17,25,25,25,13,14,14,9,9,11,8,11,11,14,15,13,9,9,8,11,11,10,0,0,0,0,0,0,0,5
256,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,23,18,18,30,30,18,14,19,19,14,29,28,29,17,17,17,23,23,23,75,60,45,70,70,60,45,47,35,55,47,37,70,70,70,42,45,44,60,60,59,28,22,16,25,25,21,15,21,13,21,17,12,12,25,25,25,14,14,15,21,20,21,31,25,27,19,31,18,25,24,15,14,29,29,29,17,17,17,25,25,24,15,13,14,9,9,11,8,11,11,14,15,15,8,9,8,11,11,11,0,0,0,0,0,0,0,5
257,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,24,18,18,29,29,18,14,20,20,15,30,30,29,17,17,17,23,23,23,75,60,45,71,71,60,45,47,35,56,47,37,70,70,70,42,45,45,60,60,60,28,22,16,25,25,21,16,21,13,21,17,12,12,25,24,24,15,15,15,21,21,21,31,25,28,19,31,19,25,25,15,15,30,30,30,18,18,17,25,25,25,15,13,15,9,9,12,9,11,11,15,14,15,9,9,9,11,11,11,0,0,0,0,0,0,0,5
258,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,15,20,20,15,30,30,30,18,18,18,23,23,23,76,60,45,71,71,60,45,47,35,57,47,38,71,71,71,43,45,45,59,60,60,28,22,16,25,24,21,16,20,13,21,17,12,12,24,25,24,15,15,15,21,21,21,32,26,28,19,32,19,26,26,15,15,30,29,30,18,18,18,26,26,25,15,13,15,9,9,12,9,11,11,15,15,15,9,8,9,12,11,11,0,0,0,0,0,0,0,6
259,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,18,18,30,30,18,15,20,19,15,29,29,30,17,17,18,24,22,23,76,61,45,71,71,61,45,47,35,57,47,38,71,71,71,42,45,45,61,60,60,28,23,17,25,25,21,16,21,13,21,17,12,12,25,25,25,15,15,16,21,21,21,32,26,28,19,32,19,26,26,15,15,30,30,30,18,18,18,26,26,26,16,14,15,9,9,12,9,12,12,15,15,15,9,9,9,12,12,12,0,0,0,0,0,0,0,5
